date,price_per_unit,units_sold
2023-07-02,47.98466181353912,49
2023-07-03,50.32257779944684,0
2023-07-04,49.79659167585246,0
2023-07-05,50.915311865801804,0
2023-07-06,49.26722190906122,12
2023-07-07,50.03997644536635,17
2023-07-08,49.67049979380912,2
2023-07-09,48.8171647208888,12
2023-07-10,48.638881487738786,24
2023-07-11,48.613007587714726,14
2023-07-12,49.83523251994489,0
2023-07-13,46.1530762526678,76
2023-07-14,46.96877365886125,59
2023-07-15,48.42422922605519,19
2023-07-16,47.23706500810804,28
2023-07-17,46.629203564460155,35
2023-07-18,47.096816563904866,58
2023-07-19,45.79155433555157,78
2023-07-20,46.315378486453454,66
2023-07-21,48.6942033754533,34
2023-07-22,45.66486446168736,70
2023-07-23,46.60962083776859,47
2023-07-24,46.867115361193235,35
2023-07-25,46.63541493051074,37
2023-07-26,44.77677294635748,83
2023-07-27,47.26907867527466,31
2023-07-28,43.60029550973144,97
2023-07-29,46.30256982766985,69
2023-07-30,45.67476362783832,61
2023-07-31,43.53664016651194,103
2023-08-01,46.2708929598187,32
2023-08-02,44.1596429062266,91
2023-08-03,46.66936494795563,44
2023-08-04,43.291016368900166,112
2023-08-05,43.88111355710542,88
2023-08-06,43.51627963053457,114
2023-08-07,42.16858547949256,122
2023-08-08,45.85018492235343,44
2023-08-09,43.31240563853844,107
2023-08-10,45.31356684008537,59
2023-08-11,44.82295584386586,64
2023-08-12,43.23440734265608,95
2023-08-13,45.15031621639491,75
2023-08-14,41.4438315254572,137
2023-08-15,44.481008746004996,63
2023-08-16,43.51364627955537,99
2023-08-17,43.70968827003163,81
2023-08-18,43.946281249315646,103
2023-08-19,41.717927030272655,143
2023-08-20,42.98428169236362,110
2023-08-21,40.82279212149693,154
2023-08-22,42.303543144496984,126
2023-08-23,41.24747481839739,144
2023-08-24,43.4443796714461,111
2023-08-25,40.35268381642625,158
2023-08-26,42.13060622038647,112
2023-08-27,42.7528398817001,87
2023-08-28,40.771495613074464,158
2023-08-29,42.6801458156736,94
2023-08-30,42.282147595278346,119
2023-08-31,42.62249916163204,95
2023-09-01,41.71676472814735,100
2023-09-02,42.79194073947653,114
2023-09-03,39.6900416330572,157
2023-09-04,40.895550029949135,134
2023-09-05,41.26548394406832,142
2023-09-06,41.553821430908215,127
2023-09-07,39.02561449433861,160
2023-09-08,40.599741226601715,137
2023-09-09,38.89891411165671,180
2023-09-10,41.47998876257473,128
2023-09-11,39.20900731010134,168
2023-09-12,40.534689315356054,163
2023-09-13,41.75949223021967,123
2023-09-14,42.12462865815818,108
2023-09-15,41.230895505076774,124
2023-09-16,38.726021623307965,172
2023-09-17,41.42771151213119,138
2023-09-18,41.70198892055478,124
2023-09-19,41.27423949652972,134
2023-09-20,39.08093546994295,167
2023-09-21,40.047641000937766,153
2023-09-22,38.174418123424665,190
2023-09-23,40.957281050308254,139
2023-09-24,38.113983617814824,188
2023-09-25,39.1793156688669,163
2023-09-26,40.62049506779719,144
2023-09-27,39.97549674248111,167
2023-09-28,38.48554927974288,179
2023-09-29,38.11297753918205,182
2023-09-30,41.17655587528758,119
2023-10-01,38.79942741289106,179
2023-10-02,41.723643916222706,129
2023-10-03,39.994416738469084,151
2023-10-04,41.742147334206045,114
2023-10-05,39.09753031338376,172
2023-10-06,39.97124579069909,154
2023-10-07,41.362767869086404,123
2023-10-08,41.80291029019817,120
2023-10-09,39.04551995680871,169
2023-10-10,40.01395029996299,157
2023-10-11,39.51212281209635,147
2023-10-12,41.65441013388816,111
2023-10-13,41.95879610641344,110
2023-10-14,39.29559125396839,152
2023-10-15,36.09723599947634,247
2023-10-16,35.52936762246835,232
2023-10-17,36.12375184941593,222
2023-10-18,35.78635266285353,221
2023-10-19,35.85330086040216,229
2023-10-20,36.884774437408375,220
2023-10-21,37.71632567817777,213
2023-10-22,36.94762794942835,212
2023-10-23,35.72233716234976,257
2023-10-24,39.29547504547607,164
2023-10-25,38.38072479181341,180
2023-10-26,38.49568784872786,179
2023-10-27,39.482571700511315,178
2023-10-28,36.87988644151184,214
2023-10-29,35.55987211808461,239
2023-10-30,38.6076989610439,200
2023-10-31,39.713935531504355,143
2023-11-01,38.98487900940537,196
2023-11-02,35.89186298505139,234
2023-11-03,39.727569669279355,154
2023-11-04,37.9911942948389,194
2023-11-05,36.92688257862574,244
2023-11-06,40.88369747102663,143
2023-11-07,40.91416589990583,141
2023-11-08,37.35768861413031,220
2023-11-09,36.792749269377666,207
2023-11-10,39.43429668389063,188
2023-11-11,39.2973077568126,179
2023-11-12,38.24057680953181,198
2023-11-13,36.48701791377525,226
2023-11-14,37.186407341288785,221
2023-11-15,37.04784330003442,217
2023-11-16,42.75397942573133,119
2023-11-17,41.2621185960247,105
2023-11-18,42.04345171509633,134
2023-11-19,44.2804359352296,95
2023-11-20,44.51238481375546,94
2023-11-21,44.12635837767143,84
2023-11-22,44.08734841096888,81
2023-11-23,44.08292274145625,82
2023-11-24,45.76971720482344,73
2023-11-25,43.12256782472942,92
2023-11-26,45.813846871019955,74
2023-11-27,43.903917257550766,103
2023-11-28,44.918099014942506,86
2023-11-29,45.92412820184037,57
2023-11-30,43.560761737067104,110
2023-12-01,46.31030911263406,52
2023-12-02,47.04911475555315,32
2023-12-03,45.157277135358676,84
2023-12-04,45.470301822257355,70
2023-12-05,44.87948683069609,93
2023-12-06,47.78078189664347,25
2023-12-07,45.37799337097254,71
2023-12-08,46.33821897980324,53
2023-12-09,47.10731785387005,24
2023-12-10,46.731942609545484,45
2023-12-11,48.19071300670517,19
2023-12-12,48.509417936201174,27
2023-12-13,45.61041789020573,73
2023-12-14,46.5035743341248,65
2023-12-15,46.29426013239156,53
2023-12-16,47.32041880808484,36
2023-12-17,46.71207029030832,60
2023-12-18,47.07449364639548,45
2023-12-19,47.91361930289972,26
2023-12-20,47.687373556919525,51
2023-12-21,48.76141507467308,6
2023-12-22,49.141396609387876,11
2023-12-23,49.675077698542154,0
2023-12-24,49.522746419071154,0
2023-12-25,47.95388020826388,16
2023-12-26,48.28603345668453,23
2023-12-27,48.030954983332855,33
2023-12-28,49.00364478603111,14
2023-12-29,49.167783071922855,0
2023-12-30,47.86083124507731,47
2023-12-31,50.74498771129723,0
2024-01-01,49.01514312346835,16
2024-01-02,50.866294818417295,0
2024-01-03,49.714977141187894,15
2024-01-04,49.28073850814213,43
2024-01-05,52.47013367711966,0
2024-01-06,51.36617428715028,0
2024-01-07,52.820050021968314,0
2024-01-08,51.13520788569011,0
2024-01-09,49.74249134493737,16
2024-01-10,52.541749125080685,0
2024-01-11,50.15216413899746,14
2024-01-12,52.30624634411697,0
2024-01-13,53.17133858739846,0
2024-01-14,52.952456592898585,0
2024-01-15,53.677567302383274,0
2024-01-16,53.22631472766571,0
2024-01-17,53.665735196858165,0
2024-01-18,52.20684422232122,0
2024-01-19,54.44568069202972,0
2024-01-20,54.94882990007195,0
2024-01-21,53.26337412947767,0
2024-01-22,51.89729005173936,0
2024-01-23,53.10446376188159,0
2024-01-24,55.63401463215775,0
2024-01-25,55.1572667184317,0
2024-01-26,53.70785951466825,0
2024-01-27,55.925796387376614,0
2024-01-28,56.27006499569362,0
2024-01-29,53.216995492144,0
2024-01-30,55.892548202716526,0
2024-01-31,56.34957628892135,0
2024-02-01,54.206275764779996,0
2024-02-02,54.615912023350816,0
2024-02-03,54.781985012534626,0
2024-02-04,55.65463223936631,0
2024-02-05,56.121883953162495,0
2024-02-06,55.35769163467797,0
2024-02-07,54.2162112994738,0
2024-02-08,55.76763791631493,0
2024-02-09,58.29270748251952,0
2024-02-10,58.012628541056756,0
2024-02-11,56.54706938234825,0
2024-02-12,56.97610429987244,0
2024-02-13,55.9401560797684,0
2024-02-14,58.28659261919296,0
2024-02-15,58.69850329513906,0
2024-02-16,59.09157569944863,0
2024-02-17,58.78539898906022,0
2024-02-18,56.05872035717476,0
2024-02-19,56.446718133295605,0
2024-02-20,58.50136042475899,0
2024-02-21,59.59544607421154,0
2024-02-22,56.43642347315307,0
2024-02-23,56.908472412892785,0
2024-02-24,56.92056316849333,0
2024-02-25,58.07887315213325,0
2024-02-26,58.92600802767901,0
2024-02-27,57.2305651855422,0
2024-02-28,57.130286414797425,0
2024-02-29,57.533198991875594,0
2024-03-01,60.100016901736666,0
2024-03-02,60.03581109917314,0
2024-03-03,60.192712553358234,0
2024-03-04,57.77678339987038,0
2024-03-05,57.14106195244317,0
2024-03-06,59.05111396451912,0
2024-03-07,60.45201605076701,0
2024-03-08,58.920505597480826,0
2024-03-09,60.16276676813143,0
2024-03-10,60.60827869119608,0
2024-03-11,60.03701611567543,0
2024-03-12,60.58838997359989,0
2024-03-13,58.33647036857647,0
2024-03-14,59.26802306432288,0
2024-03-15,58.26267695264068,0
2024-03-16,59.42837813639309,0
2024-03-17,61.569598706131295,0
2024-03-18,59.6001776992472,0
2024-03-19,61.67099613196103,0
2024-03-20,58.34653738593051,0
2024-03-21,59.323239877351355,0
2024-03-22,60.16737568475629,0
2024-03-23,59.98661886117852,0
2024-03-24,61.540865768919275,0
2024-03-25,58.02752864386384,0
2024-03-26,58.75770933470861,0
2024-03-27,58.48998181733231,0
2024-03-28,59.99394837522699,0
2024-03-29,59.785133454163415,0
2024-03-30,58.27475262008819,0
2024-03-31,60.46727360094137,0
2024-04-01,59.599352409601224,0
2024-04-02,60.79901900713289,0
2024-04-03,58.05502027687134,0
2024-04-04,61.021278600950836,0
2024-04-05,61.601399897899995,0
2024-04-06,60.21545236841545,0
2024-04-07,59.355606097027334,0
2024-04-08,60.420733099829036,0
2024-04-09,58.256711682318404,0
2024-04-10,59.091363561919664,0
2024-04-11,59.04487250224848,0
2024-04-12,59.296633937793686,0
2024-04-13,58.92930352420312,0
2024-04-14,59.36871875100633,0
2024-04-15,59.80315907581417,0
2024-04-16,58.761709847645925,0
2024-04-17,60.09818952027548,0
2024-04-18,58.95727559869071,0
2024-04-19,60.91749819047835,0
2024-04-20,58.031135272609404,0
2024-04-21,61.17788428366229,0
2024-04-22,60.27975908010609,0
2024-04-23,60.90916529771904,0
2024-04-24,58.45888037991729,0
2024-04-25,57.86988878535602,0
2024-04-26,59.79607396075437,0
2024-04-27,58.79004387122815,0
2024-04-28,58.90185160164652,0
2024-04-29,60.29009006829793,0
2024-04-30,60.42641001676826,0
2024-05-01,57.76194263879573,0
2024-05-02,58.56231188630994,0
2024-05-03,59.152634151249096,0
2024-05-04,60.24170924124369,0
2024-05-05,58.33567568820732,0
2024-05-06,57.31605486687741,0
2024-05-07,56.958884040761966,0
2024-05-08,55.96255925598243,0
2024-05-09,56.508246259693074,0
2024-05-10,57.58609658253646,0
2024-05-11,57.496708693184516,0
2024-05-12,57.278638095744924,0
2024-05-13,57.57436134537199,0
2024-05-14,57.9574338340338,0
2024-05-15,59.093434335188455,0
2024-05-16,58.85381149150643,0
2024-05-17,55.41379600797434,0
2024-05-18,57.453355393965445,0
2024-05-19,56.376300897668514,0
2024-05-20,55.135561469271,0
2024-05-21,57.52446731893254,0
2024-05-22,58.02709792677948,0
2024-05-23,54.61992548408084,0
2024-05-24,57.824942947261405,0
2024-05-25,57.685065333433336,0
2024-05-26,57.192629778588284,0
2024-05-27,55.0660598355242,0
2024-05-28,56.06899793351274,0
2024-05-29,54.380831557436935,0
2024-05-30,54.08709723562845,0
2024-05-31,54.707179150173,0
2024-06-01,53.382742250505494,0
2024-06-02,55.93435375403877,0
2024-06-03,55.82960602095821,0
2024-06-04,55.33269944463374,0
2024-06-05,55.52462257741808,0
2024-06-06,52.41866592791968,0
2024-06-07,54.95594519005295,0
2024-06-08,54.54077263637098,0
2024-06-09,54.38951667278381,0
2024-06-10,51.62529532238388,0
2024-06-11,51.99967513322622,0
2024-06-12,54.668046997474875,0
2024-06-13,52.866577459783564,0
2024-06-14,51.19511959324643,0
2024-06-15,54.1800483460453,0
2024-06-16,51.301191670629635,0
2024-06-17,53.99904671560688,0
2024-06-18,53.03186983737278,0
2024-06-19,50.110120695315075,4
2024-06-20,52.3685920544447,0
2024-06-21,50.464404684895705,0
2024-06-22,49.58867482266845,18
2024-06-23,50.914184789409624,0
2024-06-24,49.23518593322683,36
2024-06-25,50.738659991449296,0
2024-06-26,50.97250747442892,5
2024-06-27,52.41067667277043,0
2024-06-28,52.12408896059804,0
2024-06-29,50.64139252424661,8
2024-06-30,52.08235005685836,0
2024-07-01,50.58979632823929,0
2024-07-02,47.96838607791806,48
2024-07-03,50.99744058946356,0
2024-07-04,50.50357180767908,0
2024-07-05,48.511180616178116,40
2024-07-06,50.97390301966533,0
2024-07-07,49.09809200061014,22
2024-07-08,50.66012710357756,0
2024-07-09,49.91548890070055,2
2024-07-10,47.62862339972179,24
2024-07-11,47.4115785545071,39
2024-07-12,49.03661018036194,8
2024-07-13,46.408681375563084,53
2024-07-14,48.940168596857895,10
2024-07-15,48.84713833583538,5
2024-07-16,45.75360157196305,62
2024-07-17,48.08165189250669,11
2024-07-18,46.40637104321291,52
2024-07-19,46.3022933484272,73
2024-07-20,47.32457713365965,7
2024-07-21,46.535300042063554,59
2024-07-22,46.52038080537849,41
2024-07-23,47.285978631970444,43
2024-07-24,46.4658092744656,52
2024-07-25,47.50103338457792,16
2024-07-26,45.90034544060444,59
2024-07-27,45.98367686593383,57
2024-07-28,43.5644184259041,92
2024-07-29,44.12227285655937,111
2024-07-30,46.66811499272955,33
2024-07-31,46.1766463064618,46
2024-08-01,43.62379264871094,105
2024-08-02,43.437330040177955,114
2024-08-03,45.9619662094991,69
2024-08-04,44.4579815836671,85
2024-08-05,43.67015408807636,102
2024-08-06,42.74237377411027,101
2024-08-07,45.749830470887744,47
2024-08-08,45.67498488414882,65
2024-08-09,44.07434423009608,76
2024-08-10,44.60609860429653,89
2024-08-11,41.65740594500635,137
2024-08-12,43.27084076185667,117
2024-08-13,44.48224616234171,85
2024-08-14,41.93272673091446,122
2024-08-15,44.437626671601635,74
2024-08-16,44.69232628918779,69
2024-08-17,42.76239469961068,112
2024-08-18,40.85102901718294,131
2024-08-19,43.75401163438094,102
2024-08-20,41.58309001042708,106
2024-08-21,41.47564153947193,136
2024-08-22,40.878334831360284,143
2024-08-23,42.86901001007623,94
2024-08-24,42.22977406282105,107
2024-08-25,43.66907496950633,84
2024-08-26,40.16668602648019,159
2024-08-27,40.50414009538643,162
2024-08-28,41.44633273563046,130
2024-08-29,41.72578427527666,117
2024-08-30,40.32045030606805,126
2024-08-31,41.17868288288399,118
2024-09-01,39.69948712054705,160
2024-09-02,39.22806688667641,151
2024-09-03,42.719800759409566,116
2024-09-04,39.51313422242655,146
2024-09-05,39.1101970110426,168
2024-09-06,38.99851667461016,177
2024-09-07,41.904198015011225,119
2024-09-08,39.234596220176655,163
2024-09-09,39.972026688034354,144
2024-09-10,38.79066593162738,175
2024-09-11,40.440634594942246,142
2024-09-12,40.14443147113691,147
2024-09-13,40.61378095286692,118
2024-09-14,40.14184710644804,167
2024-09-15,39.24949787573498,163
2024-09-16,38.34035749157645,195
2024-09-17,39.38012557778429,167
2024-09-18,41.40764165004317,138
2024-09-19,39.415694495879194,170
2024-09-20,38.60630154050579,187
2024-09-21,39.497328871320235,167
2024-09-22,41.66962653448013,114
2024-09-23,38.65419174291146,200
2024-09-24,39.79422233290284,144
2024-09-25,38.18647734098607,173
2024-09-26,38.809811404665744,167
2024-09-27,38.094364903456764,179
2024-09-28,41.57026829073606,115
2024-09-29,40.26157244681124,136
2024-09-30,39.731573992986725,176
2024-10-01,38.96821725142873,161
2024-10-02,39.604918695232676,165
2024-10-03,40.0376470349816,138
2024-10-04,40.45485637986161,156
2024-10-05,38.132393313159,191
2024-10-06,42.033008665355645,90
2024-10-07,39.54269928864989,145
2024-10-08,41.872387517206185,126
2024-10-09,38.38967492399442,164
2024-10-10,41.75545712594584,119
2024-10-11,40.62656228838217,139
2024-10-12,38.85817864455602,166
2024-10-13,41.14779501043196,136
2024-10-14,41.442883921083634,124
2024-10-15,41.35245710448006,125
2024-10-16,41.890896031494606,117
2024-10-17,39.23332846186705,157
2024-10-18,39.348368129135515,152
2024-10-19,40.22755962741897,140
2024-10-20,39.81120024679288,146
2024-10-21,39.50390578028066,178
2024-10-22,40.36264162518718,157
2024-10-23,40.908713405941974,136
2024-10-24,39.83184083865015,154
2024-10-25,42.323160111138236,112
2024-10-26,41.276775393819904,135
2024-10-27,41.58304343808158,120
2024-10-28,42.14097067236415,117
2024-10-29,40.87050840764722,146
2024-10-30,41.47122258665559,130
2024-10-31,41.66217153628027,129
2024-11-01,43.18317223292381,111
2024-11-02,42.38285745590148,121
2024-11-03,43.44654413459899,78
2024-11-04,41.808474752587415,121
2024-11-05,40.493887126409724,147
2024-11-06,41.34491722519832,132
2024-11-07,43.411920679102266,89
2024-11-08,41.21398572646865,125
2024-11-09,43.521544884478,94
2024-11-10,42.72665056980826,115
2024-11-11,42.13853137657844,129
2024-11-12,42.75045371951647,111
2024-11-13,42.16909758403617,106
2024-11-14,44.12157574803554,76
2024-11-15,42.2937540206417,104
2024-11-16,43.06561659651706,91
2024-11-17,44.255279733714886,75
2024-11-18,42.35263254630499,121
2024-11-19,43.15578957513199,101
2024-11-20,42.197635906240954,128
2024-11-21,45.231197045843864,66
2024-11-22,42.57471771364848,121
2024-11-23,45.51505772563741,62
2024-11-24,44.55303287077578,71
2024-11-25,44.62297711662133,89
2024-11-26,43.44473589363658,102
2024-11-27,44.99541555871972,73
2024-11-28,45.4071019796463,76
2024-11-29,44.43013816368472,90
2024-11-30,43.48806939092525,112
2024-12-01,44.651671990575096,68
2024-12-02,45.065297010647015,89
2024-12-03,44.39093978034907,76
2024-12-04,46.34529955847297,42
2024-12-05,46.656734735775515,47
2024-12-06,44.40580856042903,83
2024-12-07,47.28027828313612,43
2024-12-08,46.43396481866513,59
2024-12-09,47.81428784091582,35
2024-12-10,48.465855323954145,15
2024-12-11,46.334697734273384,67
2024-12-12,47.10881392120653,45
2024-12-13,48.122068498507595,21
2024-12-14,46.374828654507844,55
2024-12-15,47.12020724788879,49
2024-12-16,46.93667321047067,48
2024-12-17,46.980248535428,37
2024-12-18,48.15958591103937,32
2024-12-19,49.56410571336286,0
2024-12-20,42.517192247314725,145
2024-12-21,42.66683976683254,132
2024-12-22,45.38726194439665,86
2024-12-23,47.12428765177199,41
2024-12-24,44.34578438367824,104
2024-12-25,44.889299988977506,86
2024-12-26,47.86339862997882,41
2024-12-27,44.80588992074497,95
2024-12-28,46.68538029083891,61
2024-12-29,46.76864859807567,49
2024-12-30,46.241605579543794,67
2024-12-31,45.80493299869148,69
